drugbank_id,drugbank_name,drugbank_inchikey,drugbank_firstblock,atc_codes,n_atc_codes,drugbank_targets,n_drugbank_targets
DB03408,gamma-Glutamylcysteine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00133,Serine,,,,0,,0
DB00171,ATP,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01861,Uridine diphosphate glucose,,,,0,,0
DB03381,Hexadecanal,,,,0,,0
DB03435,Uridine-5'-Diphosphate,,,,0,,0
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00125,Arginine,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00129,Ornithine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00139,Succinic acid,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00148,Creatine,,,,0,,0
DB00155,Citrulline,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00360,Sapropterin,,,,0,,0
DB00435,Nitric Oxide,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02751,Glycocyamine,,,,0,,0
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,,,0,,0
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03247,Flavin mononucleotide,,,,0,,0
DB03904,Urea,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04299,Maleic acid,,,,0,,0
DB04388,4-Carboxy-4-Aminobutanal,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00125,Arginine,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00129,Ornithine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00139,Succinic acid,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00148,Creatine,,,,0,,0
DB00155,Citrulline,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00360,Sapropterin,,,,0,,0
DB00435,Nitric Oxide,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02751,Glycocyamine,,,,0,,0
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,,,0,,0
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03247,Flavin mononucleotide,,,,0,,0
DB03904,Urea,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04299,Maleic acid,,,,0,,0
DB04388,4-Carboxy-4-Aminobutanal,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00120,Phenylalanine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00135,Tyrosine,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00171,ATP,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01592,Iron,,,,0,,0
DB01762,Acetoacetic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03884,Phenylpyruvic acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04299,Maleic acid,,,,0,,0
DB07718,4-Hydroxyphenylpyruvic acid,,,,0,,0
DB08327,Homogentisic acid,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00126,Ascorbic acid,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00135,Tyrosine,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00360,Sapropterin,,,,0,,0
DB00368,Norepinephrine,,,,0,,0
DB00668,Epinephrine,,,,0,,0
DB00822,Disulfiram,,,,0,,0
DB00898,Ethanol,,,,0,,0
DB00988,Dopamine,,,,0,,0
DB01235,Levodopa,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01592,Iron,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01702,"2-(3,4-Dihydroxyphenyl)Acetic Acid",,,,0,,0
DB01762,Acetoacetic acid,,,,0,,0
DB01828,Methylamine,,,,0,,0
DB02232,"1,2-Dihydroxybenzene",,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03166,Acetic acid,,,,0,,0
DB03205,Pyrroloquinoline Quinone,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04299,Maleic acid,,,,0,,0
DB07718,4-Hydroxyphenylpyruvic acid,,,,0,,0
DB08327,Homogentisic acid,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00123,Lysine,,,,0,,0
DB00126,Ascorbic acid,,,,0,,0
DB00139,Succinic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01592,Iron,,,,0,,0
DB00114,Pyridoxal phosphate,NGVDGCNFYWLIFO-UHFFFAOYSA-N,NGVDGCNFYWLIFO,A11HA06,1,AADAT|ABAT|AGXT|AGXT2|ALAS1|ALAS2|AZIN2|BCAT1|BCAT2|CBS|CSAD|CTH|DDC|F2|GAD1|GAD2|GAD65|GADL1|GCAT|GLDC|GOT1|GOT2|GPT|GPT2|HDC|IGSF10|KYAT1|KYAT3|KYNU|MOCOS|NFS1|OAT|ODC1|PDXP|PHYKPL|PLPBP|PNPO|PSAT1|PYGB|PYGL|PYGM|SCLY|SDS|SDSL|SEPSECS|SGPL1|SHMT1|SHMT2|SPTLC1|SPTLC2|SPTLC3|SRR|TAT,53
DB00115,Cyanocobalamin,RMRCNWBMXRMIRW-WZHZPDAFSA-L,RMRCNWBMXRMIRW,B03AE01|B03BA01|B03BA51,3,MMAA|MMACHC|MMUT|MTHFR|MTR|MTRR,6
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00133,Serine,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00151,Cysteine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00640,Adenosine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01917,Putrescine,,,,0,,0
DB02083,"N,N-dimethylglycine",,,,0,,0
DB02238,4-methylthio-2-oxobutanoic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03566,Spermidine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04193,L-Homoserine,,,,0,,0
DB04553,2-Oxobutanoic Acid,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00130,L-Glutamine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00173,Adenine,,,,0,,0
DB00640,Adenosine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,,,0,,0
DB01700,AICA ribonucleotide,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02134,Xanthine,,,,0,,0
DB02377,Guanine,,,,0,,0
DB02527,Cyclic adenosine monophosphate,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02857,Guanosine,,,,0,,0
DB03101,Ribose-1-Phosphate,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB04076,Hypoxanthine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04299,Maleic acid,,,,0,,0
DB04335,Inosine,,,,0,,0
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00130,L-Glutamine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00173,Adenine,,,,0,,0
DB00640,Adenosine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,,,0,,0
DB01700,AICA ribonucleotide,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02134,Xanthine,,,,0,,0
DB02377,Guanine,,,,0,,0
DB02527,Cyclic adenosine monophosphate,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02857,Guanosine,,,,0,,0
DB03101,Ribose-1-Phosphate,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB04076,Hypoxanthine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04299,Maleic acid,,,,0,,0
DB04335,Inosine,,,,0,,0
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00130,L-Glutamine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00173,Adenine,,,,0,,0
DB00640,Adenosine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,,,0,,0
DB01700,AICA ribonucleotide,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02134,Xanthine,,,,0,,0
DB02377,Guanine,,,,0,,0
DB02527,Cyclic adenosine monophosphate,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02857,Guanosine,,,,0,,0
DB03101,Ribose-1-Phosphate,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB04076,Hypoxanthine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04299,Maleic acid,,,,0,,0
DB04335,Inosine,,,,0,,0
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00133,Serine,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00151,Cysteine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00640,Adenosine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01917,Putrescine,,,,0,,0
DB02083,"N,N-dimethylglycine",,,,0,,0
DB02238,4-methylthio-2-oxobutanoic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03566,Spermidine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04193,L-Homoserine,,,,0,,0
DB04553,2-Oxobutanoic Acid,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00119,Pyruvic acid,,,,0,,0
DB00125,Arginine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00133,Serine,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00148,Creatine,,,,0,,0
DB00151,Cysteine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00855,Aminolevulinic acid,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02083,"N,N-dimethylglycine",,,,0,,0
DB02751,Glycocyamine,,,,0,,0
DB02951,3-Hydroxypyruvic Acid,,,,0,,0
DB02957,Orotidylic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03587,Pyruvaldehyde,,,,0,,0
DB03843,Formaldehyde,,,,0,,0
DB03915,2-Amino-3-Ketobutyric Acid,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04343,Glyoxylic acid,,,,0,,0
DB04522,Dexfosfoserine,,,,0,,0
DB04553,2-Oxobutanoic Acid,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00119,Pyruvic acid,,,,0,,0
DB00125,Arginine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00133,Serine,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00148,Creatine,,,,0,,0
DB00151,Cysteine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00855,Aminolevulinic acid,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02083,"N,N-dimethylglycine",,,,0,,0
DB02751,Glycocyamine,,,,0,,0
DB02951,3-Hydroxypyruvic Acid,,,,0,,0
DB02957,Orotidylic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03587,Pyruvaldehyde,,,,0,,0
DB03843,Formaldehyde,,,,0,,0
DB03915,2-Amino-3-Ketobutyric Acid,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04343,Glyoxylic acid,,,,0,,0
DB04522,Dexfosfoserine,,,,0,,0
DB04553,2-Oxobutanoic Acid,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00130,L-Glutamine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00173,Adenine,,,,0,,0
DB00640,Adenosine,,,,0,,0
DB00993,Azathioprine,,,,0,,0
DB01033,Mercaptopurine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,,,0,,0
DB01700,AICA ribonucleotide,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02134,Xanthine,,,,0,,0
DB02377,Guanine,,,,0,,0
DB02527,Cyclic adenosine monophosphate,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02857,Guanosine,,,,0,,0
DB03101,Ribose-1-Phosphate,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB04076,Hypoxanthine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04299,Maleic acid,,,,0,,0
DB04335,Inosine,,,,0,,0
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00130,L-Glutamine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00173,Adenine,,,,0,,0
DB00352,Tioguanine,,,,0,,0
DB00640,Adenosine,,,,0,,0
DB01033,Mercaptopurine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,,,0,,0
DB01700,AICA ribonucleotide,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02134,Xanthine,,,,0,,0
DB02377,Guanine,,,,0,,0
DB02527,Cyclic adenosine monophosphate,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02857,Guanosine,,,,0,,0
DB03101,Ribose-1-Phosphate,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB04076,Hypoxanthine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04299,Maleic acid,,,,0,,0
DB04335,Inosine,,,,0,,0
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00157,NADH,,,,0,,0
DB00158,Folic acid,,,,0,,0
DB00171,ATP,,,,0,,0
DB00563,Methotrexate,,,,0,,0
DB00650,Leucovorin,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01942,Formic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00130,L-Glutamine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00173,Adenine,,,,0,,0
DB00640,Adenosine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,,,0,,0
DB01700,AICA ribonucleotide,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02134,Xanthine,,,,0,,0
DB02377,Guanine,,,,0,,0
DB02527,Cyclic adenosine monophosphate,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02857,Guanosine,,,,0,,0
DB03101,Ribose-1-Phosphate,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB04076,Hypoxanthine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04299,Maleic acid,,,,0,,0
DB04335,Inosine,,,,0,,0
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00157,NADH,,,,0,,0
DB00158,Folic acid,,,,0,,0
DB00171,ATP,,,,0,,0
DB00650,Leucovorin,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01942,Formic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00119,Pyruvic acid,,,,0,,0
DB00125,Arginine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00133,Serine,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00148,Creatine,,,,0,,0
DB00151,Cysteine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00855,Aminolevulinic acid,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02083,"N,N-dimethylglycine",,,,0,,0
DB02751,Glycocyamine,,,,0,,0
DB02951,3-Hydroxypyruvic Acid,,,,0,,0
DB02957,Orotidylic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03587,Pyruvaldehyde,,,,0,,0
DB03843,Formaldehyde,,,,0,,0
DB03915,2-Amino-3-Ketobutyric Acid,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04343,Glyoxylic acid,,,,0,,0
DB04522,Dexfosfoserine,,,,0,,0
DB04553,2-Oxobutanoic Acid,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00117,Histidine,,,,0,,0
DB00119,Pyruvic acid,,,,0,,0
DB00121,Biotin,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00130,L-Glutamine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00133,Serine,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01971,trans-urocanic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00117,Histidine,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01971,trans-urocanic acid,,,,0,,0
DB03107,beta-Alanine,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB04151,1-Methylhistidine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00130,L-Glutamine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00173,Adenine,,,,0,,0
DB00640,Adenosine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,,,0,,0
DB01700,AICA ribonucleotide,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02134,Xanthine,,,,0,,0
DB02377,Guanine,,,,0,,0
DB02527,Cyclic adenosine monophosphate,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02857,Guanosine,,,,0,,0
DB03101,Ribose-1-Phosphate,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB04076,Hypoxanthine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04299,Maleic acid,,,,0,,0
DB04335,Inosine,,,,0,,0
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00640,Adenosine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02083,"N,N-dimethylglycine",,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04401,Betaine aldehyde,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00122,Choline,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00133,Serine,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00151,Cysteine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00640,Adenosine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01917,Putrescine,,,,0,,0
DB02083,"N,N-dimethylglycine",,,,0,,0
DB02238,4-methylthio-2-oxobutanoic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03566,Spermidine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04193,L-Homoserine,,,,0,,0
DB04553,2-Oxobutanoic Acid,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00117,Histidine,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01971,trans-urocanic acid,,,,0,,0
DB03107,beta-Alanine,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB04151,1-Methylhistidine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00130,L-Glutamine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00173,Adenine,,,,0,,0
DB00640,Adenosine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,,,0,,0
DB01700,AICA ribonucleotide,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02134,Xanthine,,,,0,,0
DB02377,Guanine,,,,0,,0
DB02527,Cyclic adenosine monophosphate,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02857,Guanosine,,,,0,,0
DB03101,Ribose-1-Phosphate,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB04076,Hypoxanthine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04299,Maleic acid,,,,0,,0
DB04335,Inosine,,,,0,,0
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00128,Aspartic acid,,,,0,,0
DB00130,L-Glutamine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
